"pv","date","E_1","E_2","E_3","E_4","E_5","E_6","E_7"
"Beijing",2020-02-04,3.76444327390984,11.1282087732247,23.9989582211559,44.0965466085944,64.2087468388226,86.4571388649671,117.2400119238
"Beijing",2020-02-05,2.4640864095287,9.39066203352281,20.5261123007795,37.25808658309,60.8436861782657,84.1555546269394,109.69420181188
"Beijing",2020-02-06,2.23248926265839,7.39533697786137,17.7852004138525,33.0515435221883,54.0124783373905,81.4182806838975,108.234547657535
"Beijing",2020-02-07,1.55085182049225,5.53050659305721,12.8054283735705,25.9056909667768,44.4049067333483,68.6754628351614,99.0709890740146
"Beijing",2020-02-08,0.808904127833281,3.30749872751524,8.35486575613422,16.9204994654483,31.6771170991748,52.1519772680016,78.4450797116324
"Beijing",2020-02-09,0.629850358559043,2.2476586142256,5.69399599309728,11.8090752777703,21.6654209158851,38.078393590132,60.528898161214
"Beijing",2020-02-10,0.213564747528498,1.12971072361438,3.11520267375061,6.99233222498125,13.5927352624061,24.0357681408848,41.2016294699137
"Beijing",2020-02-11,0.345217771542556,0.985912014128049,2.4746492252676,5.19550856434319,9.93422246029174,17.5052730032202,29.1216803624269
"Beijing",2020-02-12,0.452928172962387,1.28145082466452,2.52012636032981,4.81049130054451,8.56086498413518,14.5057969626888,23.4357540133224
"Beijing",2020-02-13,0.190434009091295,0.837474256180419,1.87312757080809,3.36808080350757,6.00200048475448,10.1935946017087,16.6554771870931
"Beijing",2020-02-14,0.0825517455226756,0.368202759159618,1.11229904331211,2.25151768940254,3.87460977061913,6.68030682238214,11.0925111560182
"Beijing",2020-02-15,0.103452498499838,0.323590486560307,0.767936507773328,1.6737928536981,2.98562038555981,4.82227721430489,7.91426988359474
"Beijing",2020-02-16,0.0155278658287356,0.139670864028542,0.387326100596568,0.863411123324805,1.80161948160403,3.14796879062,5.02733856887078
"Beijing",2020-02-17,0.0894321801199212,0.19812724092107,0.446413237320682,0.85917196493406,1.52569099675359,2.65801142915956,4.21149140110106
"Beijing",2020-02-18,0.0921196496787308,0.270984009918573,0.472846265692136,0.845275260291554,1.42313747895028,2.28009051986111,3.60652302639381
"Beijing",2020-02-19,0.0279200225934635,0.150746222165104,0.359421309111587,0.592339296542621,1.00614929054197,1.63904600621582,2.55947705015708
"Beijing",2020-02-20,0.012388428930924,0.0542684628211192,0.192447937339215,0.416028387639018,0.664474240898787,1.09897473459811,1.75938869877951
"Beijing",2020-02-21,0.0299615476615869,0.0795152633852828,0.163275331165673,0.347514630523135,0.615811170882898,0.910840621628874,1.4074126144281
"Chongqing",2020-01-26,17.9571219700992,52.4868712843271,NA,NA,NA,NA,NA
"Chongqing",2020-01-27,7.87182248399849,37.1162782638743,85.979131067027,NA,NA,NA,NA
"Chongqing",2020-01-28,3.79094928783086,17.0299234654647,53.9702886610973,112.605712024881,NA,NA,NA
"Chongqing",2020-01-29,3.35994375006419,11.7000321832921,31.3795883932883,77.5550448878291,147.917552924369,NA,NA
"Chongqing",2020-01-30,6.51561786387594,17.5287668224197,36.2307833090519,70.580554148318,137.791496379261,234.865697281524,NA
"Chongqing",2020-01-31,4.87010252031529,16.471080668192,33.4574629601831,60.2468379275212,106.046532379876,189.675414697767,307.597766129375
"Chongqing",2020-02-01,3.64351647044684,12.1661958809986,27.5811942418758,49.0475015339526,81.9023953618201,136.289532523991,232.231869907093
"Chongqing",2020-02-02,5.36989031250614,14.7823078611605,29.0882340145866,50.5420977127147,79.1016195882603,121.560251611966,189.54417306468
"Chongqing",2020-02-03,4.70169268487116,15.3001604069227,30.329665847516,50.2666480400567,77.6004595665606,113.066532483905,164.876172750927
"Chongqing",2020-02-04,3.27884346598454,11.6656466335926,26.3621885415041,45.7942763838873,70.1447889854637,102.087208269343,142.966523895124
"Chongqing",2020-02-05,2.27918485695011,8.15849038216377,19.4679673809079,37.4147060569153,60.3384971834766,88.1893959715297,123.786917959535
"Chongqing",2020-02-06,1.79050695429545,6.24978167441524,14.6164856910654,28.7215637456789,49.7771862868214,76.0408675112924,107.239961782062
"Chongqing",2020-02-07,0.969311484290183,3.98061863469617,9.92631826152255,19.9889757950613,36.0001454786766,59.1754615642294,87.7163405827297
"Chongqing",2020-02-08,1.08467203873494,3.34639883541204,7.98543958063207,15.9130390830672,28.2369679724574,46.7895931614085,72.791167306175
"Chongqing",2020-02-09,1.10026701890811,3.37807830025149,7.06146194055418,13.4910096400697,23.5986990056745,38.4100263865012,59.7582526313216
"Chongqing",2020-02-10,0.878541120914998,2.87902660983883,6.13304272604366,10.9796001474946,18.8741080823427,30.7655073359955,47.6119789370884
"Chongqing",2020-02-11,0.924182334353831,2.73007241623466,5.68078851239732,9.96524306540034,16.0395950336188,25.4804498835403,39.2546540190214
"Chongqing",2020-02-12,0.901884657221872,2.79889050142184,5.58093738431934,9.53189622494391,14.9010228166819,22.2677900972873,33.3363785420228
"Chongqing",2020-02-13,0.151530480216784,1.23379206888303,3.32536261505223,6.30264085815305,10.45364824767,16.039709247155,23.6649595902377
"Chongqing",2020-02-14,0.237269046957195,0.691860487607546,2.13487593916254,4.61557588927019,7.98331685277769,12.5344213400794,18.5543511550583
"Chongqing",2020-02-15,0.156574052176067,0.601453515220809,1.32122329625053,3.07989837783318,5.90108655638698,9.61048240025031,14.5116718481137
"Chongqing",2020-02-16,0.116534545623774,0.429682649975909,1.0821725291082,2.06712065051729,4.1414553621276,7.30313176912754,11.3541824933467
"Chongqing",2020-02-17,0.0254904822946715,0.175320612382381,0.533204160213392,1.24501130108498,2.30572466260246,4.47024783993496,7.72920659791952
"Chongqing",2020-02-18,0.023598509315149,0.0745794739044919,0.257705188456137,0.660324179766024,1.43144858237691,2.56792718400279,4.82263882705747
"Chongqing",2020-02-19,0.0562465685566086,0.13884135115963,0.253548521485652,0.519913197197135,1.03437079720421,1.95378835416335,3.2796800560602
"Chongqing",2020-02-20,0.084332702926359,0.21932446746222,0.384514032668263,0.588437891025634,0.971337112360892,1.64236876454404,2.76939673759072
"Chongqing",2020-02-21,0.0673356879054284,0.211906035779187,0.403144368871656,0.627330207365571,0.894980271459622,1.36111845395472,2.14398871483505
"Enshizhou",2020-01-26,NA,NA,NA,NA,NA,NA,NA
"Enshizhou",2020-01-27,NA,NA,NA,NA,NA,NA,NA
"Enshizhou",2020-01-28,4.62519233904802,NA,NA,NA,NA,NA,NA
"Enshizhou",2020-01-29,4.88187833519844,14.8438310654557,NA,NA,NA,NA,NA
"Enshizhou",2020-01-30,2.36606485840951,10.177070194727,23.3410791597098,NA,NA,NA,NA
"Enshizhou",2020-01-31,2.51160583163756,8.03242383459309,19.7489318390693,37.1823491170196,NA,NA,NA
"Enshizhou",2020-02-01,3.07426784177766,9.35328242087156,19.6062301406461,37.1809921473605,61.0185218947618,NA,NA
"Enshizhou",2020-02-02,0.872686777370044,4.97171056640693,12.5065280613196,24.3368523533672,43.8643656941609,69.8365995980459,NA
"Enshizhou",2020-02-03,1.49806698826476,4.11612732037489,10.2646630039302,20.3110863304804,35.296163767074,58.7291797760265,88.970821992879
"Enshizhou",2020-02-04,1.61681724059185,4.98746796418756,9.78724523972279,18.4976707914262,31.6836014075234,50.6121202747995,78.9270146189504
"Enshizhou",2020-02-05,0.575643728098317,2.83918786492691,6.95887208265499,12.6313361355603,22.3665176345229,36.8082511664388,57.3141466059879
"Enshizhou",2020-02-06,1.18838472282871,3.1071971498231,6.87977071120409,12.7471997485744,20.4559329486764,32.5822116579105,49.9541519934037
"Enshizhou",2020-02-07,0.304898612111084,1.83282182717656,4.13539673956983,8.33912156510865,14.7059062652339,22.9964306502493,35.8058799909895
"Enshizhou",2020-02-08,0.938810398485875,2.23462949995798,4.86605281479297,8.41585580473259,14.0208222387844,22.0105128428631,32.1918585788469
"Enshizhou",2020-02-09,1.43371971002702,3.74463761399225,6.48872512299201,10.7329562759517,16.105631071536,23.7585660103374,34.120196012502
"Enshizhou",2020-02-10,0.897705028110833,3.1614729913114,6.26676892476468,9.84932761706991,15.0272896236807,21.4553112541119,30.2939121693474
"Enshizhou",2020-02-11,0.985844694144434,2.86286429837617,6.03213944685696,10.0040295942972,14.5012841229357,20.6978616062568,28.2771706928846
"Enshizhou",2020-02-12,0.827109539353946,2.71664520313078,5.49136983547335,9.49069323712768,14.256961414056,19.5926871259999,26.7229954629722
"Enshizhou",2020-02-13,0.511619939892116,1.9402636896853,4.48702914955842,7.9146301659816,12.5176250244894,17.861622677409,23.8071456135751
"Enshizhou",2020-02-14,0.36576831007215,1.32505569736987,3.28004188129738,6.40188341275475,10.4007512652485,15.5319586485031,21.3814695929151
"Enshizhou",2020-02-15,0.122533301930529,0.645059459176457,1.79620432393372,3.97676583677594,7.34506854176942,11.5887650382934,16.946349217868
"Enshizhou",2020-02-16,0.0600321874782758,0.264254357362491,0.891285746057605,2.17033559578789,4.50128066123993,8.03389081525748,12.4408064078016
"Enshizhou",2020-02-17,0.0195821025730809,0.109630383790495,0.354696987651553,1.03398099207126,2.37698333428806,4.783120176045,8.39788405457459
"Enshizhou",2020-02-18,0,0.0195821025730809,0.109630383790495,0.354696987651553,1.03398099207126,2.37698333428806,4.783120176045
"Enshizhou",2020-02-19,0,0,0.0195821025730809,0.109630383790495,0.354696987651553,1.03398099207126,2.37698333428806
"Enshizhou",2020-02-20,0.00236200329976318,0.00673824145176478,0.0170893641290574,0.0562535692752191,0.176317944231771,0.462228982069673,1.19376560221397
"Enshizhou",2020-02-21,0.00175581236581451,0.00647981896534087,0.0152322952693441,0.0359345406239292,0.0946808483431718,0.244761317038861,0.571516788853606
"Ezhou",2020-01-26,NA,NA,NA,NA,NA,NA,NA
"Ezhou",2020-01-27,NA,NA,NA,NA,NA,NA,NA
"Ezhou",2020-01-28,30.0520147749874,NA,NA,NA,NA,NA,NA
"Ezhou",2020-01-29,28.5438592631578,102.004339824238,NA,NA,NA,NA,NA
"Ezhou",2020-01-30,32.5788296720592,109.427681534407,256.348642656568,NA,NA,NA,NA
"Ezhou",2020-01-31,14.2319500360841,65.5682877011471,170.229104999393,359.445494323387,NA,NA,NA
"Ezhou",2020-02-01,14.9010226601591,48.2337477446718,124.744635610871,266.7320380994,512.713344220594,NA,NA
"Ezhou",2020-02-02,6.11107894220085,29.1930552197022,73.0124803308031,163.344689876058,325.82511952788,602.97147800832,NA
"Ezhou",2020-02-03,4.20106669034343,15.9867189360165,46.6652950010499,100.22237013684,203.388664098361,384.898333258954,690.983668930123
"Ezhou",2020-02-04,6.4275942827177,18.7076353775677,41.4059285914566,86.693350401744,158.976675585013,286.823901116276,504.928261639892
"Ezhou",2020-02-05,4.88093730973612,16.5791589042823,35.4839590108277,67.1306178186536,124.397293140049,212.036143362251,360.121732780702
"Ezhou",2020-02-06,6.67446343949976,17.8649050764557,36.3763766106827,63.8448895860051,107.05894782014,179.810999631505,287.299674904034
"Ezhou",2020-02-07,15.6088516283916,35.8841084917777,59.9316532860873,92.3267284709845,137.245826160041,204.031188885522,308.338347506636
"Ezhou",2020-02-08,13.8213267862073,41.8594491557256,72.9649674492433,107.250575868853,150.701113220025,209.516046884833,295.071152075645
"Ezhou",2020-02-09,17.636459612285,48.6540883301689,92.1565359241121,136.736914369073,183.760578694579,240.966167810767,317.070106701219
"Ezhou",2020-02-10,14.170888054423,46.8065796734177,92.4491006883349,149.103451043238,205.143757280547,263.000721488639,331.904532199372
"Ezhou",2020-02-11,14.433869987351,44.4886105862921,93.9366281908295,155.971885626597,227.367929186092,296.253429212627,366.253213069331
"Ezhou",2020-02-12,10.6833423537115,37.2869458598094,80.733954290403,144.357070274908,220.213654496883,304.038968797504,383.754730254171
"Ezhou",2020-02-13,7.5239580887447,26.7788193076433,63.1465113345963,117.338478839423,192.334638872971,279.280427144345,373.078063318661
"Ezhou",2020-02-14,6.01698618727655,20.8468166230632,48.4247468849696,94.2735103742021,158.898988864153,244.938539496048,342.652105612491
"Ezhou",2020-02-15,2.68969545812547,12.1193006769917,31.0927602051305,63.3912370884443,114.617324690612,185.160316873618,277.463283068755
"Ezhou",2020-02-16,2.54074698364962,8.34482665644669,21.7258854908378,45.497231336437,83.2616043076963,140.714067198525,218.108917341912
"Ezhou",2020-02-17,3.27284698467671,9.56697019417237,19.9718447295525,39.1902782232417,70.0494106741801,115.888402866268,182.5389201608
"Ezhou",2020-02-18,0.175151404140147,3.64940435710466,10.1745045651139,20.8625049381914,40.4401614878375,71.7354654221814,118.071357258628
"Ezhou",2020-02-19,0.824901303237001,2.09474898325307,6.82778923801632,14.7964956867356,27.254032545422,49.0768331947981,83.0982089004263
"Ezhou",2020-02-20,0.10766131362417,1.09754287750857,2.58632981269982,7.57112752782281,15.8285552246841,28.6399993804922,50.9118288498144
"Ezhou",2020-02-21,0.0245894109135617,0.1753152499874,1.23118891813076,2.80755155539208,7.89305225465898,16.2659684507771,29.2189755254339
"Fujian",2020-01-26,16.2844506988874,NA,NA,NA,NA,NA,NA
"Fujian",2020-01-27,8.45940588283546,34.9970292439854,NA,NA,NA,NA,NA
"Fujian",2020-01-28,3.39799382419729,16.335908703828,48.3016822979404,NA,NA,NA,NA
"Fujian",2020-01-29,5.05718966612126,15.6287260080684,38.0212709920446,81.4464728557445,NA,NA,NA
"Fujian",2020-01-30,3.83293663451815,13.9473159667607,31.6923948264576,63.5395699147793,118.424200048067,NA,NA
"Fujian",2020-01-31,4.18793591201485,12.8624767164507,29.3648851006358,56.1712808248589,99.9611465713012,169.320843992489,NA
"Fujian",2020-02-01,2.4105752175131,9.21597107453723,20.9165144851716,41.4114410268209,73.8811597913728,125.135207199141,203.541821675265
"Fujian",2020-02-02,2.81901646137318,8.44369196890374,18.7390344192736,34.474247971506,60.2925320564408,100.313348208098,161.519637830966
"Fujian",2020-02-03,1.75715158858256,6.69043039598563,14.7256811210293,27.6384835164084,46.3996996748394,76.2105019172383,121.894641109224
"Fujian",2020-02-04,1.04744759075239,4.09317701096216,10.5769148721205,20.3799207566737,35.212193778393,56.1924785147029,88.9311274059089
"Fujian",2020-02-05,0.746888693844803,2.74656136709936,6.9637251796975,14.8569712715424,26.2670273011044,42.8442736194965,65.8418934266054
"Fujian",2020-02-06,0.548272412417621,1.96736093072275,4.82403617822926,10.0954909439769,19.2572944434398,32.1136956035096,50.2614178889073
"Fujian",2020-02-07,0.8234403427233,2.28550010917029,4.82492166824262,9.10993453950239,16.1385408938326,27.4146067393254,42.6815831169083
"Fujian",2020-02-08,0.604135552321171,2.03143214637489,4.16360263911008,7.5246017614117,12.8570622234239,21.1742464093813,34.0007713086293
"Fujian",2020-02-09,0.583394056141047,1.79166516078339,3.82281800616753,6.62509922519092,10.8076759107218,17.1875839634864,26.793345981071
"Fujian",2020-02-10,0.281056372684993,1.18266536853934,2.72046495626596,5.08099393873942,8.24879009937456,12.8795000012123,19.8307431034782
"Fujian",2020-02-11,0.193329112212257,0.70859912880141,1.8753872410835,3.68779389804702,6.32280299476158,9.79519494007318,14.7993491888334
"Fujian",2020-02-12,0.212328700747758,0.676318570057174,1.51948768811215,3.0575265633931,5.25438311728826,8.27366437394036,12.172490417799
"Fujian",2020-02-13,0.0485038984025814,0.321497942221128,0.862819456415446,1.79967403203209,3.44378455388413,5.75048393547406,8.87955723782259
"Fujian",2020-02-14,0.079060697060011,0.224572392267755,0.618897122227878,1.314881926192,2.43910741693197,4.29536123192621,6.82174626890566
"Fujian",2020-02-15,0.0326015483951253,0.151192593985142,0.345208187595467,0.800198260626378,1.5735147094754,2.79142565777704,4.75375111934238
"Fujian",2020-02-16,0.0391791968077052,0.120683067795518,0.298569636180543,0.565341077394741,1.11132916503183,2.00064308120821,3.35908221585235
"Fujian",2020-02-17,0.0216752081985274,0.0869738695447028,0.201079288927641,0.418496205842672,0.733771545459451,1.34042497616733,2.30707053722861
"Fujian",2020-02-18,0.0100568849387741,0.0425696972365651,0.120928090851976,0.251334284432477,0.48851637561251,0.828043664430579,1.46502976667385
"Fujian",2020-02-19,0,0.0100568849387741,0.0425696972365651,0.120928090851976,0.251334284432477,0.48851637561251,0.828043664430579
"Fujian",2020-02-20,0,0,0.0100568849387741,0.0425696972365651,0.120928090851976,0.251334284432477,0.48851637561251
"Fujian",2020-02-21,0,0,0,0.0100568849387741,0.0425696972365651,0.120928090851976,0.251334284432477
"Gansu",2020-01-26,NA,NA,NA,NA,NA,NA,NA
"Gansu",2020-01-27,NA,NA,NA,NA,NA,NA,NA
"Gansu",2020-01-28,0,NA,NA,NA,NA,NA,NA
"Gansu",2020-01-29,1.97358640169772,5.07253734602506,NA,NA,NA,NA,NA
"Gansu",2020-01-30,0.586155095736305,3.40556424101876,7.83263701862925,NA,NA,NA,NA
"Gansu",2020-01-31,1.03059783117679,2.7890631183857,7.30011775083763,14.3834341950144,NA,NA,NA
"Gansu",2020-02-01,0.879245411803994,2.76867476896143,5.50406521573086,11.424824420824,20.721677253806,NA,NA
"Gansu",2020-02-02,1.94310391519495,4.75668923296773,8.53554794728261,13.4201737450852,22.442283009989,36.6089158983426,NA
"Gansu",2020-02-03,0.639971154591252,3.28965831167527,6.80663995889125,11.2725638939907,16.9387298194416,27.0886027424585,43.0260647418562
"Gansu",2020-02-04,0.267311490037454,1.22726822192433,4.23024699995289,8.09892681189046,12.9083833573821,18.9653193466573,29.6790740987306
"Gansu",2020-02-05,0.517655412531764,1.45324562766285,3.21316630278879,7.09937413317869,11.8472993569203,17.5155874283926,24.5494485772282
"Gansu",2020-02-06,0.416585424292585,1.45189624935611,3.05576518958083,5.61564980794584,10.3850866906971,16.0122573262426,22.5393769236956
"Gansu",2020-02-07,0.317795276511044,1.0676490402377,2.51708419532664,4.65557611562626,7.85543188858252,13.3314520132228,19.6620189782116
"Gansu",2020-02-08,0.695634877171094,1.64902070670423,3.06541114929901,5.34309496443878,8.55083284488822,13.030630927027,19.9198175354454
"Gansu",2020-02-09,0.356063403010217,1.39951571876686,2.67069682481103,4.42035560683989,7.11216375200506,10.8545246125294,15.9742938492594
"Gansu",2020-02-10,0.228737604402433,0.851848559670314,2.15616395436612,3.66569151779357,5.66530155439798,8.66770294708221,12.8110310426627
"Gansu",2020-02-11,0,0.228737604402433,0.851848559670314,2.15616395436612,3.66569151779357,5.66530155439798,8.66770294708221
"Gansu",2020-02-12,0.034450385453255,0.0899200702286823,0.39490354276526,1.10703034878569,2.49830010312788,4.0872764856831,6.17020360714603
"Gansu",2020-02-13,0.0587701322456189,0.196571674058639,0.418450413160348,0.952171490099359,1.93134584837746,3.58347868165881,5.41080152159731
"Gansu",2020-02-14,0,0.0587701322456189,0.196571674058639,0.418450413160348,0.952171490099359,1.93134584837746,3.58347868165881
"Gansu",2020-02-15,0,0,0.0587701322456189,0.196571674058639,0.418450413160348,0.952171490099359,1.93134584837746
"Gansu",2020-02-16,0,0,0,0.0587701322456189,0.196571674058639,0.418450413160348,0.952171490099359
"Gansu",2020-02-17,-0.00625192087014834,-0.00231407464205158,0.0141430601233377,0.0329345527469704,0.111294729074462,0.283546656340738,0.560895080217874
"Gansu",2020-02-18,0,-0.00625192087014834,-0.00231407464205158,0.0141430601233377,0.0329345527469704,0.111294729074462,0.283546656340738
"Gansu",2020-02-19,0,0,-0.00625192087014834,-0.00231407464205158,0.0141430601233377,0.0329345527469704,0.111294729074462
"Gansu",2020-02-20,0,0,0,-0.00625192087014834,-0.00231407464205158,0.0141430601233377,0.0329345527469704
"Gansu",2020-02-21,0,0,0,0,-0.00625192087014834,-0.00231407464205158,0.0141430601233377
"Guangdong",2020-01-26,16.7337551197964,42.0785567086094,77.5733209694357,NA,NA,NA,NA
"Guangdong",2020-01-27,13.113318511965,44.4891093615833,85.4880531081926,137.012710906166,NA,NA,NA
"Guangdong",2020-01-28,5.36796925506863,24.4135032843512,62.4130722022221,110.493651686882,169.269927989756,NA,NA
"Guangdong",2020-01-29,27.4783000006841,62.2288378098126,113.745446249675,188.001484593772,274.844701802499,373.314047816404,NA
"Guangdong",2020-01-30,21.7657523531623,70.9096350466936,128.827198061908,205.945999787036,308.788869794117,426.19493597759,555.960740802116
"Guangdong",2020-01-31,33.9587101748133,89.4348350749465,172.133949500082,265.932149114966,382.703128245321,529.820725340198,694.561935667483
"Guangdong",2020-02-01,20.6871682365364,77.1067575820924,154.879506844002,259.772632808152,377.302907024391,520.300523178677,696.702191733197
"Guangdong",2020-02-02,16.490687750256,56.6336451616303,134.177156584432,232.919350186583,358.68541557433,498.53514090375,666.198284735303
"Guangdong",2020-02-03,19.1277669487496,59.4151433512738,127.633543369376,235.6596765239,364.661574617033,520.548084236299,692.60562509613
"Guangdong",2020-02-04,10.2016896683578,41.5779389614822,97.1035458167746,183.300080135677,310.845786855251,459.224513262784,634.398675767146
"Guangdong",2020-02-05,8.72448160488778,29.2676101151426,73.0601291820167,144.032709372992,248.453653805033,395.786325508357,563.807316234598
"Guangdong",2020-02-06,7.38382244508796,24.8327856548635,55.7173530070153,111.926141847639,198.345695374297,320.991049919478,488.110686606551
"Guangdong",2020-02-07,4.73054305128535,17.8019044067789,41.9710764203194,80.8213466642026,146.594018979201,244.911916831993,381.594992680538
"Guangdong",2020-02-08,3.03742970513481,11.5026120074349,29.0641356606171,58.5387356771298,103.677718730275,177.000825367148,284.712152951099
"Guangdong",2020-02-09,1.67737834443241,6.80725962421564,17.8451934105481,38.4999399799158,71.6293903984761,121.100597831335,199.625114778833
"Guangdong",2020-02-10,1.12610630077771,4.21031809537924,11.0951587603515,24.2908841139369,47.5399466775247,83.7347554978024,136.839441442679
"Guangdong",2020-02-11,1.50283644789262,4.44803754223433,9.80482644864751,19.5246015050789,36.2059901596114,63.6458708677086,104.79241249076
"Guangdong",2020-02-12,0.68358373476968,2.97362022679653,6.87168049871938,13.418866939891,24.6236076299439,43.1308199183059,72.7658910830508
"Guangdong",2020-02-13,0.573153879631495,1.8781773732827,4.88385026906795,9.64814615697364,17.2775121751985,29.832221623089,49.9992735785687
"Guangdong",2020-02-14,0.909017959226934,2.4278757402504,4.75827483605612,8.94474779804271,15.1383324523201,24.5532947726827,39.3354526710054
"Guangdong",2020-02-15,0.567498170661052,2.08252810270594,4.23185515132405,7.24583798189946,12.2195109880203,19.3659548198788,29.9713146749999
"Guangdong",2020-02-16,0.133686734645052,0.855957133668209,2.53626305829982,4.85753627080737,8.05795102904724,13.2463149562956,20.652629472949
"Guangdong",2020-02-17,0.0986810737162521,0.366054543006356,1.24309717039162,3.08867908760994,5.58189846400694,8.96874514991127,14.3717999982871
"Guangdong",2020-02-18,0.0294582638527632,0.177479874427141,0.511696711039772,1.46612545260609,3.39434536611777,5.97353782445949,9.45360047419605
"Guangdong",2020-02-19,0.00517630654114624,0.0444539916781638,0.208922447871917,0.56542040692539,1.54564451988539,3.50141043216152,6.10926058448482
"Guangdong",2020-02-20,0.00258549954461094,0.0129381126269034,0.0620352190481753,0.242950520861304,0.621729602355619,1.6277490867093,3.61106099774989
"Guangdong",2020-02-21,0.00483171480137844,0.022930211613655,0.0643406639428249,0.172354298069623,0.451950673599004,0.964416489738371,2.12520820245416
"Guangxi",2020-01-26,5.79864937851436,NA,NA,NA,NA,NA,NA
"Guangxi",2020-01-27,1.67628637271635,9.70518551219778,NA,NA,NA,NA,NA
"Guangxi",2020-01-28,1.71573881549703,5.73882611001627,16.8900749148516,NA,NA,NA,NA
"Guangxi",2020-01-29,3.92867007486588,10.546519791783,21.2747525771676,41.3470004258712,NA,NA,NA
"Guangxi",2020-01-30,1.61507638207441,7.31164799062994,16.1354476131861,29.8809958694602,53.9676932879044,NA,NA
"Guangxi",2020-01-31,2.19525298211308,6.14321747162832,14.3934246288467,26.4035963373259,44.5074891626625,74.3928359596211,NA
"Guangxi",2020-02-01,1.66239125115038,5.71516598735915,11.637112721632,22.0480884200266,36.7544211242868,58.5461439695994,93.3380402406856
"Guangxi",2020-02-02,2.13885113786707,6.21926602705437,12.9738905874023,21.7670842231408,35.3209959814281,53.9490174068244,81.1048566448293
"Guangxi",2020-02-03,1.44300544591398,5.18599493718135,11.0799275548963,19.8609394833487,30.8075682951864,46.7186820983932,68.2879700646415
"Guangxi",2020-02-04,1.23145351104127,3.99721394904306,9.21066359759403,16.7669874664594,27.4055211490074,40.3261322056027,58.3980145499858
"Guangxi",2020-02-05,1.78903092736887,5.0355901837504,9.96585879062315,17.5855159692746,27.8621164309315,41.5402311656361,57.6909949863802
"Guangxi",2020-02-06,0.347001963852846,2.53359531952591,6.22795585264972,11.6392262748271,19.7935962379453,30.6747026091115,45.0282797998509
"Guangxi",2020-02-07,0.820893725153518,2.12215108960169,5.40204112311129,10.3278551672764,17.0618805815416,26.6867107019434,39.2302083242599
"Guangxi",2020-02-08,0.808211546675535,2.52462569926925,4.86688895527596,9.33946627369814,15.6086841480901,23.7857150082692,35.0146834820714
"Guangxi",2020-02-09,0.997597096273079,2.81607307629303,5.651887763187,9.29540838364188,15.2588448082048,23.2073174703803,33.1881051379519
"Guangxi",2020-02-10,0.313992074763477,1.64412153646092,3.79935232759568,7.00830052592306,11.085573601194,17.5459630611372,26.0541873192405
"Guangxi",2020-02-11,0.3608855686683,1.11446654810064,2.91014132139219,5.53682884808768,9.26816396242185,13.9526904744353,21.1088141839108
"Guangxi",2020-02-12,0,0.3608855686683,1.11446654810064,2.91014132139219,5.53682884808768,9.26816396242185,13.9526904744353
"Guangxi",2020-02-13,0.105215413267679,0.247860430893715,0.814966324515329,1.81974096375846,3.88144162938949,6.77753300497682,10.8073749284577
"Guangxi",2020-02-14,0.211216936551926,0.553167029671884,1.0167633369565,2.04786496172307,3.61782533554046,6.27808425893534,9.78033429452932
"Guangxi",2020-02-15,0.0458608751865647,0.30401490875003,0.698572708503827,1.23349152460146,2.36770331184469,4.06326051556746,6.85653238513209
"Guangxi",2020-02-16,0.0218333570620952,0.0906246698419422,0.372247251911177,0.793108904981894,1.36368897548604,2.54945584396759,4.30781146264307
"Guangxi",2020-02-17,0.0699692536513033,0.179136038961779,0.339649102114756,0.715145878207068,1.24122294454547,1.95444803267564,3.34643522611052
"Guangxi",2020-02-18,0.024225664584048,0.129179545061003,0.282013044495669,0.488386982835211,0.910820855939062,1.4895056289113,2.27405322585449
"Guangxi",2020-02-19,0.00926425028016818,0.0456027471562402,0.168048941046021,0.342715797542783,0.572020173475606,1.01792259508523,1.62291122137438
"Guangxi",2020-02-20,0.00948881346532791,0.0280173140256643,0.0764686431937603,0.216407150496367,0.412907364055224,0.66514217758133,1.13451314769672
"Guangxi",2020-02-21,0.0300083811869708,0.0679636350482824,0.114284886449123,0.199074712493291,0.391490160034375,0.653490444779518,0.974516571085471
"Guizhou",2020-01-26,0.737156442939871,NA,NA,NA,NA,NA,NA
"Guizhou",2020-01-27,0.634100448116797,2.10841333399654,NA,NA,NA,NA,NA
"Guizhou",2020-01-28,0,0.634100448116797,2.10841333399654,NA,NA,NA,NA
"Guizhou",2020-01-29,0.66457632737531,1.4567059227427,3.04195704303469,5.62200459332424,NA,NA,NA
"Guizhou",2020-01-30,0.737495941207618,2.06664859595824,3.65090778669302,6.18730957916021,9.87309179385956,NA,NA
"Guizhou",2020-01-31,4.42383059701876,8.60297426386193,13.0334831130307,18.3143470821466,25.2894520114314,34.1353293267098,NA
"Guizhou",2020-02-01,3.29991082855297,10.5676325236552,16.9592640141212,23.3835018454159,31.040754600634,40.8693115464444,53.0323928549522
"Guizhou",2020-02-02,2.86260838927358,9.0957732876514,18.8913981810501,27.2496855147364,35.4461268856986,45.2157252285631,57.5806839668406
"Guizhou",2020-02-03,2.87102311449497,9.31189199036053,19.2116244760194,32.1671283672887,42.9837355050004,53.3954313005469,65.8054616279694
"Guizhou",2020-02-04,1.76541080253259,6.93325240862354,16.2367296737627,29.0697162292464,44.5531233188121,57.3363862997442,69.5202856349582
